200 45
64 82 11
64 83 18
64 84 31
64 85 47
64 86 3
64 87 4
64 88 27
64 89 48
64 90 40
64 91 34
64 92 15
64 93 9
64 94 27
64 95 12
64 96 29
64 97 17
64 98 40
64 99 13
64 100 32
64 101 40
64 102 11
64 103 39
64 104 24
64 105 34
64 106 10
64 107 17
64 108 27
64 109 17
64 110 40
64 111 43
64 112 33
64 113 14
64 114 36
64 115 28
64 116 5
64 117 47
64 118 41
64 119 14
64 120 5
64 121 36
64 122 48
64 123 33
64 124 22
64 125 47
64 126 28
64 127 48
64 128 23
64 129 33
64 130 21
64 131 39
64 132 32
64 133 13
64 134 35
64 135 32
64 136 21
64 137 50
64 138 26
64 139 5
64 140 40
64 141 29
64 142 39
64 143 28
64 144 25
64 145 10
64 146 36
64 147 34
64 148 45
64 149 16
64 150 49
64 151 15
64 152 13
64 153 38
64 154 14
64 155 21
64 156 50
64 157 42
64 158 21
64 159 35
64 160 43
64 161 48
64 162 20
64 163 7
64 164 11
64 165 10
64 166 24
64 167 1
64 168 44
64 169 5
64 170 13
64 171 34
64 172 46
64 173 29
64 174 39
64 175 8
64 176 41
64 177 1
64 178 20
64 179 26
64 180 8
64 181 11
64 182 1
64 183 6
64 184 16
64 185 14
64 186 34
64 187 1
64 188 25
64 189 18
64 190 36
64 191 29
64 192 39
64 193 27
64 194 38
64 195 15
64 196 5
64 197 29
64 198 32
64 199 35
64 200 17
65 66 15
65 67 5
65 68 44
65 69 40
65 70 50
65 71 34
65 72 38
65 73 3
65 74 19
65 75 23
65 76 30
65 77 48
65 78 20
65 79 38
65 80 4
65 81 17
65 82 24
65 83 37
65 84 42
65 85 26
65 86 49
65 87 10
65 88 32
65 89 18
65 90 11
65 91 15
65 92 42
65 93 4
65 94 6
65 95 18
65 96 48
65 97 24
65 98 32
65 99 23
65 100 6
65 101 23
65 102 32
65 103 35
65 104 23
65 105 7
65 106 10
65 107 21
65 108 35
65 109 12
65 110 39
65 111 49
65 112 13
65 113 19
65 114 37
65 115 36
65 116 46
65 117 41
65 118 20
65 119 12
65 120 27
65 121 16
65 122 34
65 123 6
65 124 15
65 125 36
65 126 22
65 127 14
65 128 14
65 129 25
65 130 27
65 131 2
65 132 12
65 133 49
65 134 1
65 135 47
65 136 8
65 137 14
65 138 4
65 139 26
65 140 26
65 141 22
65 142 13
65 143 2
65 144 31
65 145 24
65 146 48
65 147 8
65 148 3
65 149 24
65 150 41
65 151 40
65 152 3
65 153 17
65 154 29
65 155 19
65 156 12
65 157 23
65 158 17
65 159 36
65 160 24
65 161 46
65 162 34
65 163 19
65 164 29
65 165 43
65 166 18
65 167 25
65 168 31
65 169 18
65 170 46
65 171 40
65 172 26
65 173 37
65 174 30
65 175 3
65 176 48
65 177 38
65 178 2
65 179 33
65 180 49
65 181 38
65 182 28
65 183 42
65 184 29
65 185 28
65 186 28
65 187 5
65 188 4
65 189 38
65 190 39
65 191 30
65 192 8
65 193 15
65 194 14
65 195 40
65 196 35
65 197 37
65 198 31
65 199 42
65 200 41
66 67 31
66 68 23
66 69 16
66 70 11
66 71 24
66 72 12
66 73 37
66 74 4
66 75 26
66 76 29
66 77 11
66 78 25
66 79 36
66 80 6
66 81 37
66 82 44
66 83 10
66 84 8
66 85 46
66 86 9
66 87 44
66 88 1
66 89 10
66 90 40
66 91 23
66 92 49
66 93 6
66 94 25
66 95 41
66 96 18
66 97 36
66 98 29
66 99 50
66 100 4
66 101 30
66 102 22
66 103 17
66 104 13
66 105 38
66 106 8
66 107 41
66 108 2
66 109 18
66 110 2
66 111 22
66 112 41
66 113 35
66 114 38
66 115 36
66 116 41
66 117 48
66 118 46
66 119 22
66 120 50
66 121 48
66 122 23
66 123 26
66 124 28
66 125 6
66 126 40
66 127 29
66 128 44
66 129 14
66 130 47
66 131 45
66 132 18
66 133 34
66 134 15
66 135 45
66 136 4
66 137 33
66 138 27
66 139 37
66 140 47
66 141 1
66 142 11
66 143 36
66 144 4
66 145 26
66 146 14
66 147 4
66 148 15
66 149 46
66 150 42
66 151 11
66 152 44
66 153 10
66 154 31
66 155 11
66 156 34
66 157 44
66 158 32
66 159 48
66 160 24
66 161 36
66 162 9
66 163 26
66 164 3
66 165 9
66 166 16
66 167 42
66 168 13
66 169 39
66 170 36
66 171 32
66 172 30
66 173 33
66 174 41
66 175 37
66 176 27
66 177 39
66 178 24
66 179 34
66 180 49
66 181 27
66 182 17
66 183 32
66 184 41
66 185 24
66 186 9
66 187 24
66 188 6
66 189 49
66 190 24
66 191 37
66 192 33
66 193 43
66 194 23
66 195 16
66 196 42
66 197 6
66 198 15
66 199 39
66 200 5
67 68 3
67 69 21
67 70 43
67 71 5
67 72 48
67 73 50
67 74 22
67 75 30
67 76 30
67 77 46
67 78 20
67 79 39
67 80 14
67 81 45
67 82 8
67 83 44
67 84 21
67 85 21
67 86 17
67 87 1
67 88 47
67 89 44
67 90 1
67 91 48
67 92 38
67 93 30
67 94 49
67 95 26
67 96 16
67 97 7
67 98 13
67 99 19
67 100 17
67 101 41
67 102 48
67 103 24
67 104 21
67 105 31
67 106 31
67 107 38
67 108 17
67 109 40
67 110 31
67 111 7
67 112 13
67 113 16
67 114 28
67 115 2
67 116 2
67 117 30
67 118 18
67 119 5
67 120 5
67 121 20
67 122 26
67 123 13
67 124 25
67 125 34
67 126 47
67 127 9
67 128 20
67 129 13
67 130 43
67 131 21
67 132 44
67 133 32
67 134 14
67 135 21
67 136 33
67 137 5
67 138 4
67 139 12
67 140 48
67 141 17
67 142 41
67 143 45
67 144 40
67 145 4
67 146 5
67 147 43
67 148 44
67 149 9
67 150 4
67 151 11
67 152 38
67 153 43
67 154 2
67 155 23
67 156 42
67 157 23
67 158 24
67 159 31
67 160 17
67 161 35
67 162 43
67 163 17
67 164 24
67 165 27
67 166 47
67 167 13
67 168 37
67 169 15
67 170 43
67 171 6
67 172 7
67 173 48
67 174 44
67 175 30
67 176 2
67 177 25
67 178 43
67 179 10
67 180 14
67 181 11
67 182 2
67 183 24
67 184 50
67 185 29
67 186 7
67 187 18
67 188 23
67 189 29
67 190 13
67 191 43
67 192 47
67 193 39
67 194 36
67 195 18
67 196 38
67 197 4
67 198 16
67 199 2
67 200 17
68 69 43
68 70 5
68 71 33
68 72 45
68 73 14
68 74 32
68 75 45
68 76 34
68 77 50
68 78 30
68 79 44
68 80 19
68 81 23
68 82 19
68 83 32
68 84 49
68 85 2
68 86 50
68 87 36
68 88 46
68 89 24
68 90 10
68 91 24
68 92 21
68 93 3
68 94 14
68 95 13
68 96 19
68 97 28
68 98 6
68 99 8
68 100 4
68 101 7
68 102 34
68 103 17
68 104 9
68 105 45
68 106 6
68 107 41
68 108 31
68 109 2
68 110 10
68 111 20
68 112 16
68 113 32
68 114 47
68 115 11
68 116 39
68 117 9
68 118 9
68 119 40
68 120 23
68 121 7
68 122 38
68 123 2
68 124 5
68 125 42
68 126 17
68 127 21
68 128 9
68 129 34
68 130 5
68 131 44
68 132 4
68 133 6
68 134 48
68 135 44
68 136 46
68 137 39
68 138 13
68 139 43
68 140 50
68 141 24
68 142 35
68 143 19
68 144 1
68 145 16
68 146 46
68 147 9
68 148 43
68 149 50
68 150 36
68 151 8
68 152 12
68 153 45
68 154 34
68 155 17
68 156 40
68 157 2
68 158 36
68 159 43
68 160 28
68 161 37
68 162 46
68 163 5
68 164 37
68 165 7
68 166 28
68 167 8
68 168 12
68 169 30
68 170 8
68 171 4
68 172 46
68 173 8
68 174 22
68 175 35
68 176 6
68 177 27
68 178 50
68 179 15
68 180 10
68 181 39
68 182 9
68 183 25
68 184 21
68 185 42
68 186 35
68 187 26
68 188 24
68 189 26
68 190 39
68 191 34
68 192 18
68 193 30
68 194 47
68 195 36
68 196 34
68 197 4
68 198 9
68 199 40
68 200 38
69 70 38
69 71 12
69 72 31
69 73 13
69 74 5
69 75 11
69 76 35
69 77 10
69 78 47
69 79 48
69 80 31
69 81 46
69 82 43
69 83 46
69 84 12
69 85 4
69 86 38
69 87 39
69 88 50
69 89 2
69 90 3
69 91 37
69 92 11
69 93 40
69 94 47
69 95 31
69 96 26
69 97 50
69 98 3
69 99 38
69 100 46
69 101 44
69 102 36
69 103 12
69 104 37
69 105 8
69 106 37
69 107 26
69 108 10
69 109 47
69 110 19
69 111 14
69 112 40
69 113 12
69 114 14
69 115 43
69 116 1
69 117 29
69 118 22
69 119 26
69 120 4
69 121 11
69 122 34
69 123 38
69 124 9
69 125 7
69 126 14
69 127 45
69 128 6
69 129 43
69 130 8
69 131 1
69 132 20
69 133 46
69 134 7
69 135 27
69 136 40
69 137 20
69 138 30
69 139 26
69 140 45
69 141 16
69 142 46
69 143 12
69 144 8
69 145 5
69 146 46
69 147 19
69 148 39
69 149 2
69 150 15
69 151 43
69 152 3
69 153 9
69 154 9
69 155 19
69 156 37
69 157 41
69 158 49
69 159 21
69 160 10
69 161 13
69 162 34
69 163 6
69 164 29
69 165 27
69 166 45
69 167 5
69 168 23
69 169 16
69 170 12
69 171 6
69 172 42
69 173 35
69 174 27
69 175 14
69 176 10
69 177 46
69 178 30
69 179 41
69 180 48
69 181 12
69 182 34
69 183 13
69 184 32
69 185 10
69 186 31
69 187 49
69 188 46
69 189 48
69 190 37
69 191 18
69 192 28
69 193 32
69 194 20
69 195 26
69 196 21
69 197 41
69 198 36
69 199 16
69 200 31
70 71 45
70 72 36
70 73 23
70 74 32
70 75 44
70 76 9
70 77 41
70 78 12
70 79 39
70 80 35
70 81 48
70 82 26
70 83 29
70 84 31
70 85 14
70 86 24
70 87 45
70 88 22
70 89 27
70 90 9
70 91 9
70 92 13
70 93 2
70 94 15
70 95 36
70 96 4
70 97 12
70 98 43
70 99 44
70 100 1
70 101 8
70 102 30
70 103 24
70 104 4
70 105 49
70 106 1
70 107 11
70 108 36
70 109 6
70 110 18
70 111 32
70 112 27
70 113 29
70 114 11
70 115 19
70 116 40
70 117 34
70 118 15
70 119 22
70 120 41
70 121 31
70 122 15
70 123 47
70 124 8
70 125 41
70 126 24
70 127 11
70 128 5
70 129 12
70 130 30
70 131 17
70 132 32
70 133 6
70 134 47
70 135 20
70 136 34
70 137 29
70 138 18
70 139 48
70 140 20
70 141 20
70 142 29
70 143 39
70 144 11
70 145 29
70 146 9
70 147 15
70 148 2
70 149 24
70 150 37
70 151 22
70 152 46
70 153 27
70 154 12
70 155 31
70 156 15
70 157 45
70 158 1
70 159 6
70 160 6
70 161 26
70 162 21
70 163 48
70 164 29
70 165 27
70 166 17
70 167 18
70 168 19
70 169 13
70 170 8
70 171 2
70 172 3
70 173 42
70 174 22
70 175 20
70 176 24
70 177 4
70 178 17
70 179 1
70 180 48
70 181 41
70 182 45
70 183 44
70 184 25
70 185 17
70 186 10
70 187 39
70 188 1
70 189 17
70 190 49
70 191 42
70 192 38
70 193 6
70 194 13
70 195 22
70 196 1
70 197 16
70 198 21
70 199 39
70 200 47
71 72 35
71 73 46
71 74 19
71 75 4
71 76 25
71 77 48
71 78 31
71 79 7
71 80 11
71 81 34
71 82 14
71 83 20
71 84 13
71 85 42
71 86 23
71 87 30
71 88 24
71 89 30
71 90 12
71 91 43
71 92 16
71 93 27
71 94 12
71 95 1
71 96 15
71 97 49
71 98 14
71 99 37
71 100 29
71 101 42
71 102 35
71 103 3
71 104 32
71 105 31
71 106 37
71 107 18
71 108 10
71 109 1
71 110 33
71 111 35
71 112 34
71 113 29
71 114 7
71 115 40
71 116 12
71 117 28
71 118 21
71 119 17
71 120 13
71 121 16
71 122 7
71 123 50
71 124 29
71 125 16
71 126 39
71 127 7
71 128 21
71 129 3
71 130 34
71 131 4
71 132 22
71 133 28
71 134 5
71 135 15
71 136 23
71 137 32
71 138 30
71 139 10
71 140 47
71 141 21
71 142 22
71 143 24
71 144 37
71 145 3
71 146 45
71 147 38
71 148 24
71 149 36
71 150 6
71 151 5
71 152 19
71 153 10
71 154 13
71 155 21
71 156 4
71 157 31
71 158 27
71 159 24
71 160 24
71 161 4
71 162 36
71 163 41
71 164 27
71 165 37
71 166 13
71 167 20
71 168 3
71 169 16
71 170 38
71 171 19
71 172 1
71 173 15
71 174 24
71 175 5
71 176 6
71 177 2
71 178 45
71 179 28
71 180 33
71 181 20
71 182 16
71 183 32
71 184 4
71 185 3
71 186 21
71 187 21
71 188 50
71 189 9
71 190 16
71 191 33
71 192 32
71 193 23
71 194 16
71 195 29
71 196 39
71 197 4
71 198 36
71 199 26
71 200 22
72 73 28
72 74 10
72 75 12
72 76 15
72 77 47
72 78 37
72 79 23
72 80 28
72 81 24
72 82 2
72 83 24
72 84 33
72 85 31
72 86 28
72 87 32
72 88 17
72 89 27
72 90 12
72 91 22
72 92 13
72 93 50
72 94 21
72 95 19
72 96 40
72 97 33
72 98 30
72 99 1
72 100 6
72 101 48
72 102 27
72 103 26
72 104 41
72 105 23
72 106 8
72 107 10
72 108 13
72 109 26
72 110 26
72 111 45
72 112 8
72 113 28
72 114 42
72 115 26
72 116 18
72 117 5
72 118 31
72 119 47
72 120 6
72 121 40
72 122 27
72 123 3
72 124 30
72 125 35
72 126 6
72 127 26
72 128 21
72 129 19
72 130 26
72 131 49
72 132 9
72 133 19
72 134 15
72 135 1
72 136 20
72 137 28
72 138 30
72 139 49
72 140 38
72 141 5
72 142 11
72 143 49
72 144 20
72 145 22
72 146 12
72 147 6
72 148 28
72 149 4
72 150 7
72 151 32
72 152 44
72 153 6
72 154 45
72 155 47
72 156 10
72 157 2
72 158 46
72 159 30
72 160 18
72 161 20
72 162 24
72 163 19
72 164 12
72 165 10
72 166 5
72 167 43
72 168 2
72 169 25
72 170 46
72 171 49
72 172 40
72 173 29
72 174 49
72 175 41
72 176 15
72 177 31
72 178 11
72 179 50
72 180 42
72 181 49
72 182 2
72 183 18
72 184 27
72 185 14
72 186 48
72 187 31
72 188 44
72 189 2
72 190 2
72 191 15
72 192 13
72 193 42
72 194 6
72 195 43
72 196 20
72 197 12
72 198 36
72 199 9
72 200 49
73 74 3
73 75 39
73 76 26
73 77 50
73 78 34
73 79 7
73 80 43
73 81 33
73 82 10
73 83 37
73 84 47
73 85 9
73 86 44
73 87 46
73 88 35
73 89 14
73 90 50
73 91 23
73 92 48
73 93 26
73 94 33
73 95 15
73 96 49
73 97 19
73 98 2
73 99 46
73 100 7
73 101 6
73 102 49
73 103 34
73 104 25
73 105 50
73 106 23
73 107 14
73 108 13
73 109 31
73 110 37
73 111 12
73 112 12
73 113 43
73 114 8
73 115 47
73 116 7
73 117 16
73 118 26
73 119 6
73 120 8
73 121 11
73 122 33
73 123 7
73 124 8
73 125 49
73 126 29
73 127 49
73 128 14
73 129 16
73 130 22
73 131 49
73 132 28
73 133 35
73 134 17
73 135 37
73 136 16
73 137 47
73 138 22
73 139 49
73 140 25
73 141 19
73 142 9
73 143 21
73 144 2
73 145 47
73 146 43
73 147 33
73 148 8
73 149 10
73 150 37
73 151 28
73 152 24
73 153 16
73 154 4
73 155 3
73 156 11
73 157 49
73 158 14
73 159 42
73 160 11
73 161 39
73 162 30
73 163 36
73 164 5
73 165 34
73 166 2
73 167 50
73 168 10
73 169 8
73 170 31
73 171 33
73 172 18
73 173 21
73 174 21
73 175 1
73 176 35
73 177 3
73 178 36
73 179 7
73 180 24
73 181 37
73 182 45
73 183 47
73 184 14
73 185 12
73 186 14
73 187 39
73 188 22
73 189 29
73 190 21
73 191 19
73 192 5
73 193 41
73 194 43
73 195 25
73 196 41
73 197 23
73 198 38
73 199 42
73 200 45
74 75 19
74 76 13
74 77 13
74 78 50
74 79 28
74 80 40
74 81 38
74 82 8
74 83 33
74 84 48
74 85 18
74 86 34
74 87 5
74 88 42
74 89 6
74 90 27
74 91 5
74 92 50
74 93 8
74 94 18
74 95 37
74 96 33
74 97 15
74 98 13
74 99 47
74 100 47
74 101 18
74 102 2
74 103 25
74 104 2
74 105 27
74 106 18
74 107 2
74 108 28
74 109 43
74 110 46
74 111 47
74 112 3
74 113 25
74 114 28
74 115 13
74 116 28
74 117 44
74 118 36
74 119 9
74 120 34
74 121 27
74 122 8
74 123 1
74 124 41
74 125 27
74 126 34
74 127 10
74 128 29
74 129 27
74 130 7
74 131 17
74 132 1
74 133 15
74 134 17
74 135 36
74 136 39
74 137 42
74 138 29
74 139 11
74 140 19
74 141 6
74 142 1
74 143 16
74 144 26
74 145 22
74 146 34
74 147 15
74 148 50
74 149 23
74 150 42
74 151 2
74 152 12
74 153 17
74 154 32
74 155 38
74 156 27
74 157 5
74 158 40
74 159 18
74 160 9
74 161 45
74 162 18
74 163 33
74 164 4
74 165 25
74 166 40
74 167 42
74 168 28
74 169 33
74 170 14
74 171 20
74 172 42
74 173 50
74 174 2
74 175 33
74 176 20
74 177 24
74 178 33
74 179 16
74 180 1
74 181 3
74 182 17
74 183 45
74 184 7
74 185 28
74 186 35
74 187 37
74 188 17
74 189 38
74 190 9
74 191 50
74 192 32
74 193 39
74 194 34
74 195 27
74 196 20
74 197 7
74 198 10
74 199 34
74 200 30
75 76 24
75 77 40
75 78 42
75 79 40
75 80 6
75 81 42
75 82 38
75 83 6
75 84 40
75 85 44
75 86 41
75 87 8
75 88 48
75 89 45
75 90 33
75 91 15
75 92 5
75 93 19
75 94 15
75 95 24
75 96 20
75 97 43
75 98 41
75 99 50
75 100 12
75 101 37
75 102 38
75 103 25
75 104 25
75 105 11
75 106 47
75 107 44
75 108 21
75 109 25
75 110 14
75 111 42
75 112 16
75 113 50
75 114 43
75 115 31
75 116 41
75 117 22
75 118 7
75 119 8
75 120 7
75 121 14
75 122 13
75 123 49
75 124 45
75 125 19
75 126 27
75 127 2
75 128 22
75 129 12
75 130 42
75 131 45
75 132 1
75 133 10
75 134 42
75 135 11
75 136 46
75 137 19
75 138 34
75 139 42
75 140 13
75 141 45
75 142 29
75 143 19
75 144 18
75 145 41
75 146 1
75 147 9
75 148 29
75 149 20
75 150 12
75 151 32
75 152 36
75 153 38
75 154 40
75 155 11
75 156 7
75 157 45
75 158 11
75 159 9
75 160 50
75 161 24
75 162 17
75 163 2
75 164 7
75 165 11
75 166 49
75 167 4
75 168 19
75 169 15
75 170 7
75 171 44
75 172 27
75 173 28
75 174 27
75 175 45
75 176 25
75 177 23
75 178 44
75 179 26
75 180 33
75 181 25
75 182 50
75 183 15
75 184 34
75 185 19
75 186 15
75 187 16
75 188 22
75 189 20
75 190 21
75 191 44
75 192 50
75 193 6
75 194 15
75 195 3
75 196 37
75 197 44
75 198 46
75 199 28
75 200 1
76 77 21
76 78 25
76 79 10
76 80 27
76 81 27
76 82 28
76 83 21
76 84 16
76 85 8
76 86 20
76 87 45
76 88 2
76 89 44
76 90 37
76 91 50
76 92 27
76 93 49
76 94 46
76 95 1
76 96 45
76 97 36
76 98 20
76 99 15
76 100 42
76 101 3
76 102 22
76 103 40
76 104 4
76 105 14
76 106 3
76 107 9
76 108 23
76 109 49
76 110 26
76 111 11
76 112 7
76 113 9
76 114 33
76 115 7
76 116 28
76 117 10
76 118 38
76 119 26
76 120 31
76 121 19
76 122 15
76 123 36
76 124 29
76 125 9
76 126 14
76 127 44
76 128 39
76 129 28
76 130 31
76 131 43
76 132 4
76 133 3
76 134 47
76 135 40
76 136 3
76 137 22
76 138 41
76 139 22
76 140 20
76 141 7
76 142 38
76 143 10
76 144 33
76 145 49
76 146 36
76 147 48
76 148 15
76 149 23
76 150 11
76 151 37
76 152 34
76 153 10
76 154 44
76 155 45
76 156 33
76 157 44
76 158 12
76 159 32
76 160 17
76 161 16
76 162 17
76 163 31
76 164 32
76 165 13
76 166 19
76 167 17
76 168 6
76 169 14
76 170 43
76 171 21
76 172 7
76 173 31
76 174 6
76 175 36
76 176 48
76 177 29
76 178 48
76 179 32
76 180 29
76 181 28
76 182 14
76 183 17
76 184 20
76 185 49
76 186 24
76 187 49
76 188 29
76 189 7
76 190 3
76 191 23
76 192 8
76 193 15
76 194 49
76 195 40
76 196 38
76 197 26
76 198 21
76 199 44
76 200 45
77 78 29
77 79 27
77 80 28
77 81 42
77 82 13
77 83 49
77 84 12
77 85 17
77 86 27
77 87 17
77 88 33
77 89 27
77 90 14
77 91 8
77 92 16
77 93 44
77 94 18
77 95 36
77 96 47
77 97 4
77 98 7
77 99 24
77 100 34
77 101 15
77 102 47
77 103 5
77 104 49
77 105 28
77 106 49
77 107 5
77 108 40
77 109 13
77 110 1
77 111 14
77 112 34
77 113 16
77 114 4
77 115 2
77 116 27
77 117 40
77 118 33
77 119 44
77 120 22
77 121 49
77 122 40
77 123 35
77 124 40
77 125 21
77 126 10
77 127 19
77 128 46
77 129 47
77 130 48
77 131 27
77 132 40
77 133 50
77 134 30
77 135 9
77 136 45
77 137 32
77 138 24
77 139 29
77 140 41
77 141 31
77 142 40
77 143 36
77 144 7
77 145 33
77 146 37
77 147 44
77 148 48
77 149 43
77 150 14
77 151 8
77 152 9
77 153 15
77 154 3
77 155 36
77 156 46
77 157 36
77 158 45
77 159 8
77 160 17
77 161 20
77 162 15
77 163 35
77 164 3
77 165 19
77 166 14
77 167 39
77 168 30
77 169 12
77 170 5
77 171 41
77 172 41
77 173 8
77 174 39
77 175 15
77 176 1
77 177 22
77 178 7
77 179 5
77 180 34
77 181 45
77 182 17
77 183 4
77 184 14
77 185 24
77 186 25
77 187 24
77 188 21
77 189 12
77 190 4
77 191 19
77 192 10
77 193 49
77 194 35
77 195 19
77 196 13
77 197 28
77 198 23
77 199 27
77 200 30
78 79 46
78 80 11
78 81 36
78 82 13
78 83 25
78 84 11
78 85 16
78 86 49
78 87 18
78 88 28
78 89 23
78 90 48
78 91 49
78 92 30
78 93 50
78 94 45
78 95 16
78 96 40
78 97 32
78 98 3
78 99 11
78 100 16
78 101 5
78 102 40
78 103 18
78 104 49
78 105 30
78 106 41
78 107 29
78 108 50
78 109 42
78 110 35
78 111 19
78 112 5
78 113 17
78 114 2
78 115 26
78 116 12
78 117 43
78 118 13
78 119 40
78 120 45
78 121 34
78 122 49
78 123 1
78 124 28
78 125 39
78 126 38
78 127 18
78 128 33
78 129 42
78 130 7
78 131 40
78 132 14
78 133 44
78 134 41
78 135 49
78 136 32
78 137 46
78 138 14
78 139 29
78 140 7
78 141 11
78 142 32
78 143 49
78 144 21
78 145 28
78 146 28
78 147 37
78 148 37
78 149 5
78 150 14
78 151 20
78 152 32
78 153 24
78 154 20
78 155 34
78 156 48
78 157 36
78 158 49
78 159 46
78 160 27
78 161 9
78 162 18
78 163 29
78 164 8
78 165 30
78 166 15
78 167 45
78 168 10
78 169 23
78 170 49
78 171 13
78 172 19
78 173 26
78 174 13
78 175 39
78 176 36
78 177 2
78 178 28
78 179 24
78 180 4
78 181 13
78 182 15
78 183 1
78 184 13
78 185 45
78 186 19
78 187 25
78 188 22
78 189 10
78 190 28
78 191 47
78 192 2
78 193 48
78 194 32
78 195 24
78 196 29
78 197 25
78 198 22
78 199 5
78 200 5
79 80 1
79 81 8
79 82 23
79 83 30
79 84 13
79 85 47
79 86 22
79 87 42
79 88 10
79 89 50
79 90 24
79 91 49
79 92 23
79 93 30
79 94 3
79 95 2
79 96 23
79 97 1
79 98 16
79 99 3
79 100 24
79 101 29
79 102 18
79 103 12
79 104 5
79 105 2
79 106 43
79 107 41
79 108 12
79 109 1
79 110 32
79 111 4
79 112 1
79 113 39
79 114 13
79 115 50
79 116 43
79 117 47
79 118 1
79 119 47
79 120 49
79 121 27
79 122 47
79 123 4
79 124 23
79 125 6
79 126 5
79 127 47
79 128 37
79 129 11
79 130 14
79 131 17
79 132 44
79 133 43
79 134 22
79 135 47
79 136 22
79 137 12
79 138 24
79 139 19
79 140 50
79 141 21
79 142 13
79 143 40
79 144 48
79 145 34
79 146 50
79 147 23
79 148 21
79 149 46
79 150 2
79 151 2
79 152 49
79 153 35
79 154 42
79 155 48
79 156 1
79 157 33
79 158 30
79 159 16
79 160 7
79 161 36
79 162 26
79 163 42
79 164 31
79 165 17
79 166 43
79 167 33
79 168 19
79 169 41
79 170 2
79 171 37
79 172 33
79 173 19
79 174 8
79 175 11
79 176 10
79 177 46
79 178 20
79 179 14
79 180 6
79 181 32
79 182 24
79 183 26
79 184 22
79 185 38
79 186 35
79 187 17
79 188 10
79 189 18
79 190 23
79 191 38
79 192 2
79 193 6
79 194 26
79 195 43
79 196 5
79 197 18
79 198 49
79 199 28
79 200 49
80 81 46
80 82 38
80 83 7
80 84 44
80 85 46
80 86 35
80 87 9
80 88 48
80 89 14
80 90 30
80 91 12
80 92 5
80 93 1
80 94 49
80 95 10
80 96 13
80 97 7
80 98 36
80 99 26
80 100 31
80 101 28
80 102 41
80 103 35
80 104 26
80 105 14
80 106 40
80 107 41
80 108 9
80 109 19
80 110 37
80 111 10
80 112 16
80 113 42
80 114 29
80 115 8
80 116 9
80 117 4
80 118 30
80 119 21
80 120 41
80 121 1
80 122 11
80 123 10
80 124 47
80 125 28
80 126 12
80 127 7
80 128 37
80 129 46
80 130 31
80 131 47
80 132 41
80 133 20
80 134 31
80 135 35
80 136 16
80 137 16
80 138 33
80 139 31
80 140 8
80 141 20
80 142 36
80 143 38
80 144 47
80 145 32
80 146 5
80 147 5
80 148 7
80 149 13
80 150 4
80 151 15
80 152 31
80 153 46
80 154 29
80 155 30
80 156 33
80 157 45
80 158 5
80 159 26
80 160 2
80 161 24
80 162 42
80 163 13
80 164 46
80 165 6
80 166 47
80 167 7
80 168 50
80 169 13
80 170 6
80 171 44
80 172 48
80 173 35
80 174 32
80 175 43
80 176 22
80 177 19
80 178 4
80 179 1
80 180 5
80 181 17
80 182 12
80 183 35
80 184 47
80 185 50
80 186 14
80 187 38
80 188 49
80 189 18
80 190 17
80 191 9
80 192 27
80 193 11
80 194 5
80 195 1
80 196 26
80 197 36
80 198 14
80 199 50
80 200 9
81 82 9
81 83 3
81 84 6
81 85 28
81 86 11
81 87 21
81 88 45
81 89 12
81 90 22
81 91 44
81 92 43
81 93 16
81 94 45
81 95 29
81 96 50
81 97 50
81 98 8
81 99 9
81 100 32
81 101 39
81 102 48
81 103 41
81 104 40
81 105 27
81 106 39
81 107 2
81 108 40
81 109 18
81 110 34
81 111 23
81 112 16
81 113 47
81 114 36
81 115 8
81 116 38
81 117 4
81 118 12
81 119 40
81 120 12
81 121 8
81 122 15
81 123 32
81 124 31
81 125 22
81 126 15
81 127 10
81 128 43
81 129 32
81 130 46
81 131 4
81 132 10
81 133 36
81 134 32
81 135 12
81 136 21
81 137 35
81 138 11
81 139 37
81 140 39
81 141 25
81 142 16
81 143 47
81 144 35
81 145 30
81 146 20
81 147 29
81 148 31
81 149 29
81 150 19
81 151 9
81 152 27
81 153 12
81 154 41
81 155 13
81 156 47
81 157 40
81 158 20
81 159 46
81 160 7
81 161 31
81 162 5
81 163 34
81 164 49
81 165 35
81 166 31
81 167 15
81 168 16
81 169 10
81 170 44
81 171 9
81 172 46
81 173 14
81 174 11
81 175 50
81 176 19
81 177 50
81 178 9
81 179 42
81 180 47
81 181 30
81 182 40
81 183 24
81 184 8
81 185 12
81 186 20
81 187 6
81 188 27
81 189 2
81 190 39
81 191 39
81 192 24
81 193 30
81 194 19
81 195 33
81 196 15
81 197 42
81 198 14
81 199 23
81 200 19
82 83 50
82 84 23
82 85 18
82 86 41
82 87 21
82 88 38
82 89 39
82 90 43
82 91 36
82 92 37
82 93 7
82 94 33
82 95 34
82 96 33
82 97 13
82 98 23
82 99 26
82 100 37
82 101 30
82 102 32
82 103 34
82 104 47
82 105 3
82 106 40
82 107 47
82 108 32
82 109 13
82 110 36
82 111 44
82 112 40
82 113 25
82 114 50
82 115 40
82 116 34
82 117 23
82 118 12
82 119 22
82 120 6
82 121 24
82 122 13
82 123 1
82 124 30
82 125 42
82 126 37
82 127 38
82 128 20
82 129 25
82 130 20
82 131 38
82 132 40
82 133 16
82 134 40
82 135 6
82 136 36
